Ensembl Protein ID	HGNC symbol
ENSP00000399078	OR10J1
ENSP00000399107	NPIPB3
ENSP00000399155	TUBB
ENSP00000399157	ZNF311
ENSP00000399161	SLC44A4
ENSP00000399168	HLA-B
ENSP00000399189	TCF19
ENSP00000399192	
ENSP00000399197	MCCD1
ENSP00000399235	FOLR3
ENSP00000399248	
ENSP00000399259	FCHSD1
ENSP00000399298	HLA-DPB1
ENSP00000399309	NEU1
ENSP00000399341	API5
ENSP00000399356	CT62
ENSP00000399388	TCF19
ENSP00000399414	
ENSP00000399436	C6orf15
ENSP00000399441	LRRC70
ENSP00000399454	WDR46
ENSP00000399475	JMJD8
ENSP00000399511	TNIK
ENSP00000399514	SPATA3
ENSP00000399530	SKIV2L
ENSP00000399542	DDX39B
ENSP00000399547	ANKRD63
ENSP00000399588	GAB3
ENSP00000399592	OR11A1
ENSP00000399604	CDSN
ENSP00000399605	ZFHX4
ENSP00000399637	GOLGA8I
ENSP00000399665	PARP11
ENSP00000399668	TSPY4
ENSP00000399753	TEX13A
ENSP00000399758	
ENSP00000399813	DDB1
ENSP00000399826	IGHV3-43
ENSP00000399863	ZNF839
ENSP00000399881	OR2B3
ENSP00000399899	
ENSP00000399903	NBEAL1
ENSP00000399938	FLYWCH1
ENSP00000399947	ASAH2C
ENSP00000399961	C14orf144
ENSP00000399968	NCOA2
ENSP00000400010	PTPRJ
ENSP00000400041	KRTAP5-2
ENSP00000400046	CT47A8
ENSP00000400047	POU5F1
ENSP00000400088	CDK3
ENSP00000400104	RXRB
ENSP00000400113	ZDHHC13
ENSP00000400157	B3GNT9
ENSP00000400175	RHOA
ENSP00000400184	C17orf89
ENSP00000400206	PALM2
ENSP00000400223	FJX1
ENSP00000400258	DLGAP2
ENSP00000400311	TMEM240
ENSP00000400312	ULK3
ENSP00000400326	DDX39B
ENSP00000400365	LAMA2
ENSP00000400386	
ENSP00000400401	CADPS2
ENSP00000400409	UNC13A
ENSP00000400448	TPRXL
ENSP00000400476	NFRKB
ENSP00000400500	THAP5
ENSP00000400501	OR14J1
ENSP00000400513	FASTKD1
ENSP00000400538	AIF1
ENSP00000400540	PRRC2A
ENSP00000400546	OR2J3
ENSP00000400571	OR12D2
ENSP00000400572	RING1
ENSP00000400587	
ENSP00000400591	SNRPE
ENSP00000400592	CASP16
ENSP00000400626	SKIV2L
ENSP00000400657	OR11A1
ENSP00000400663	TUBB
ENSP00000400695	HLA-DQA2
ENSP00000400717	GNA13
ENSP00000400718	BCAP29
ENSP00000400803	LRRC69
ENSP00000400806	APTX
ENSP00000400837	LY6G5C
ENSP00000400842	HLA-B
ENSP00000400852	ZNF736
ENSP00000400867	
ENSP00000400880	USP17L11
ENSP00000400932	SLC35G1
ENSP00000400950	LY6G5C
ENSP00000400997	ZNF780A
ENSP00000401018	GINS3
ENSP00000401067	NEU1
ENSP00000401089	ANKRD34C
ENSP00000401102	
ENSP00000401105	GTF2H4
ENSP00000401121	VARS
ENSP00000401147	SPDYE3
ENSP00000401149	TAP1
ENSP00000401177	NOL8
ENSP00000401272	GPANK1
ENSP00000401277	CBLL1
ENSP00000401287	AGPAT1
ENSP00000401303	SHC1
ENSP00000401306	FSIP2
ENSP00000401310	FRG2B
ENSP00000401317	TUBB
ENSP00000401321	NOTCH4
ENSP00000401328	PRSS48
ENSP00000401335	C16orf90
ENSP00000401338	TMEM8A
ENSP00000401362	C15orf41
ENSP00000401369	ASB10
ENSP00000401371	TIA1
ENSP00000401397	DDR1
ENSP00000401435	VPS53
ENSP00000401445	ERN1
ENSP00000401450	RPL28
ENSP00000401471	
ENSP00000401479	
ENSP00000401498	C11orf94
ENSP00000401504	HLA-DOA
ENSP00000401508	NAPRT1
ENSP00000401513	STRC
ENSP00000401514	DNAH1
ENSP00000401548	TCF19
ENSP00000401566	ECD
ENSP00000401596	GPBP1
ENSP00000401632	GSTT1
ENSP00000401653	DRGX
ENSP00000401684	APOM
ENSP00000401687	VWDE
ENSP00000401701	PRSS42
ENSP00000401706	OR5H14
ENSP00000401707	IGHV3-64
ENSP00000401725	C6orf100
ENSP00000401738	C8orf56
ENSP00000401739	NKPD1
ENSP00000401760	HLA-DQA1
ENSP00000401767	IQCF3
ENSP00000401770	C14orf2
ENSP00000401802	PSMC6
ENSP00000401812	
ENSP00000401817	
ENSP00000401866	OR2W1
ENSP00000401867	MXD3
ENSP00000401932	PRSS45
ENSP00000401947	ZNF223
ENSP00000401966	OR1M1
ENSP00000401980	MAVS
ENSP00000401998	CDH19
ENSP00000402020	C17orf58
ENSP00000402038	MTO1
ENSP00000402058	
ENSP00000402060	PVR
ENSP00000402084	WEE1
ENSP00000402134	MICA
ENSP00000402151	C5orf66
ENSP00000402153	IQCJ
ENSP00000402158	
ENSP00000402203	CEACAM18
ENSP00000402231	NKX2-6
ENSP00000402239	CCDC159
ENSP00000402240	KIAA1432
ENSP00000402244	RHPN2
ENSP00000402278	C2
ENSP00000402316	TAP1
ENSP00000402338	RPF2
ENSP00000402343	ZNF469
ENSP00000402355	CDRT15
ENSP00000402389	C1QTNF5
ENSP00000402406	PSMB8
ENSP00000402413	LTA
ENSP00000402414	TRIM48
ENSP00000402457	GRAMD1B
ENSP00000402460	CLSTN2
ENSP00000402484	MICB
ENSP00000402515	SMG1
ENSP00000402527	SENP6
ENSP00000402537	MTMR10
ENSP00000402555	MCCD1
ENSP00000402590	RXRB
ENSP00000402594	DDAH2
ENSP00000402608	CPS1
ENSP00000402674	
ENSP00000402694	HLA-E
ENSP00000402697	CERS1
ENSP00000402698	TMEM30C
ENSP00000402718	MRPS18B
ENSP00000402720	
ENSP00000402790	TMEM235
ENSP00000402815	ZNF497
ENSP00000402825	FAM197Y1
ENSP00000402869	WDR46
ENSP00000402914	
ENSP00000402915	C2orf74
ENSP00000402918	OXR1
ENSP00000402935	TBC1D5
ENSP00000402951	HLA-DRA
ENSP00000402962	
ENSP00000403042	PHTF2
ENSP00000403067	FRMD5
ENSP00000403079	LY6G5C
ENSP00000403130	TMEM233
ENSP00000403132	GPSM3
ENSP00000403151	C10orf105
ENSP00000403154	DDAH2
ENSP00000403156	GTF2H4
ENSP00000403175	RPS18
ENSP00000403181	
ENSP00000403186	OR2J2
ENSP00000403208	MAP10
ENSP00000403221	TRIM15
ENSP00000403284	KLF7
ENSP00000403293	FBXO43
ENSP00000403302	ANKRD36C
ENSP00000403310	SNRNP35
ENSP00000403345	LSM2
ENSP00000403346	SAPCD1
ENSP00000403359	VARS
ENSP00000403383	NREP
ENSP00000403393	BRD2
ENSP00000403396	FAM126A
ENSP00000403397	ZDHHC17
ENSP00000403398	TRIM27
ENSP00000403409	C6orf136
ENSP00000403438	TMEM150C
ENSP00000403441	ZNF30
ENSP00000403447	NOTCH4
ENSP00000403451	C12orf77
ENSP00000403456	PSORS1C2
ENSP00000403470	ZNF326
ENSP00000403479	STK19
ENSP00000403486	GOLGA8O
ENSP00000403495	LTA
ENSP00000403530	HSPA1B
ENSP00000403536	GAMT
ENSP00000403538	HSD17B8
ENSP00000403553	OR14J1
ENSP00000403557	PPP1R11
ENSP00000403571	OR2B3
ENSP00000403576	GNL1
ENSP00000403604	OR2H2
ENSP00000403628	CCHCR1
ENSP00000403636	SYNGAP1
ENSP00000403672	IGKV3D-15
ENSP00000403683	NABP1
ENSP00000403687	SAPCD1
ENSP00000403688	
ENSP00000403720	NEU1
ENSP00000403721	CYP21A2
ENSP00000403743	FAM154B
ENSP00000403760	USP17L10
ENSP00000403769	SLC35E3
ENSP00000403793	CYFIP2
ENSP00000403802	FBXO10
ENSP00000403817	NACA
ENSP00000403833	RPP21
ENSP00000403852	POLR2F
ENSP00000403932	EFCAB3
ENSP00000403948	PBX2
ENSP00000403980	
ENSP00000403984	DCDC2C
ENSP00000404014	LTB
ENSP00000404016	VPS52
ENSP00000404027	
ENSP00000404042	TMED4
ENSP00000404066	PPP1R18
ENSP00000404078	COX6A1P2
ENSP00000404102	OR2V1
ENSP00000404105	SAPCD1
ENSP00000404121	ILF3
ENSP00000404143	SH3YL1
ENSP00000404151	CEP170B
ENSP00000404163	OR5V1
ENSP00000404179	DOCK4
ENSP00000404220	CCDC155
ENSP00000404232	EFHC2
ENSP00000404247	ARL17B
ENSP00000404251	VGLL4
ENSP00000404277	SPATA6L
ENSP00000404281	PRR20E
ENSP00000404304	ARMCX4
ENSP00000404306	PRNT
ENSP00000404318	MDC1
ENSP00000404342	DDAH2
ENSP00000404365	C4orf21
ENSP00000404375	RPL36A
ENSP00000404381	DNAJB14
ENSP00000404403	ZBTB22
ENSP00000404416	ADTRP
ENSP00000404438	SOHLH1
ENSP00000404450	LTB
ENSP00000404464	CCBE1
ENSP00000404503	BBC3
ENSP00000404517	KRTAP21-3
ENSP00000404524	HSPA1A
ENSP00000404533	HLA-DRA
ENSP00000404560	C6orf136
ENSP00000404585	PSMB8
ENSP00000404589	CLIC1
ENSP00000404591	
ENSP00000404619	PRRC2A
ENSP00000404621	LY6G6F
ENSP00000404623	DAXX
ENSP00000404652	TRBV10-2
ENSP00000404658	EZH1
ENSP00000404672	DCDC1
ENSP00000404676	PGGT1B
ENSP00000404705	NAALADL2
ENSP00000404725	ATF6B
ENSP00000404739	
ENSP00000404787	OR11A1
ENSP00000404812	STIM2
ENSP00000404814	ATF6B
ENSP00000404817	TRGC1
ENSP00000404845	PIK3C2G
ENSP00000404853	XPO7
ENSP00000404869	OR10C1
ENSP00000404884	LY6G6F
ENSP00000404923	TECPR1
ENSP00000404928	TRGV2
ENSP00000404968	DAZAP2
ENSP00000404990	OR5V1
ENSP00000404994	CLEC4E
ENSP00000405025	OR2W1
ENSP00000405030	MAS1L
ENSP00000405035	RPP21
ENSP00000405038	REXO1L11P
ENSP00000405041	POU5F1
ENSP00000405095	TAS2R39
ENSP00000405108	HLA-DOB
ENSP00000405154	ZNF311
ENSP00000405164	MAS1L
ENSP00000405165	LIMS3
ENSP00000405176	TWIST2
ENSP00000405202	SPANXB2
ENSP00000405210	SPANXN4
ENSP00000405222	DCAF8L1
ENSP00000405229	TRIM27
ENSP00000405234	PPP1R18
ENSP00000405244	CLEC12A
ENSP00000405261	CT45A4
ENSP00000405279	TEN1
ENSP00000405289	ZNF778
ENSP00000405295	HLA-DRA
ENSP00000405306	NCR3
ENSP00000405348	NPIPB7
ENSP00000405356	TAP1
ENSP00000405409	HTR3D
ENSP00000405428	ABHD16A
ENSP00000405455	TKT
ENSP00000405482	SVOPL
ENSP00000405502	EGFL8
ENSP00000405513	SAPCD1
ENSP00000405533	CCL4L1
ENSP00000405574	TBL1XR1
ENSP00000405587	EYA3
ENSP00000405614	WDR46
ENSP00000405635	CNEP1R1
ENSP00000405636	ZNRD1
ENSP00000405674	NOL7
ENSP00000405682	
ENSP00000405700	
ENSP00000405708	CCDC39
ENSP00000405718	PNMA6A
ENSP00000405722	
ENSP00000405730	APOM
ENSP00000405738	ESRP1
ENSP00000405798	CDK16
ENSP00000405800	C2
ENSP00000405812	SLC4A8
ENSP00000405833	HLA-DQA2
ENSP00000405838	HLA-DPA1
ENSP00000405864	AGPAT1
ENSP00000405890	PBX1
ENSP00000405926	TMED7
ENSP00000405932	PROX2
ENSP00000405934	ITPR1
ENSP00000405943	PTAR1
ENSP00000405950	PNCK
ENSP00000405963	RASGRF1
ENSP00000405965	SUMO2
ENSP00000406022	UNC5C
ENSP00000406027	EPM2AIP1
ENSP00000406037	KAT8
ENSP00000406066	GABBR1
ENSP00000406091	DDR1
ENSP00000406144	TTC39A
ENSP00000406145	CTXN2
ENSP00000406147	ZNF257
ENSP00000406157	PAPSS2
ENSP00000406164	GMNC
ENSP00000406197	PAQR8
ENSP00000406209	EPN1
ENSP00000406219	PPT2
ENSP00000406229	FAT1
ENSP00000406245	IER3
ENSP00000406250	HLA-DPA1
ENSP00000406280	LSM2
ENSP00000406288	CHD8
ENSP00000406293	TCEA3
ENSP00000406318	ZNF880
ENSP00000406327	COX20
ENSP00000406335	CLIC1
ENSP00000406359	HSPA1A
ENSP00000406367	GPR124
ENSP00000406372	ATP6V1G2
ENSP00000406389	ATP6V1G2
ENSP00000406407	TSPY10
ENSP00000406463	DNAJC7
ENSP00000406478	LILRB5
ENSP00000406482	THSD7A
ENSP00000406485	SMTNL1
ENSP00000406488	HSD17B8
ENSP00000406490	PMS1
ENSP00000406495	TNXB
ENSP00000406521	
ENSP00000406541	C11orf21
ENSP00000406546	SLC23A3
ENSP00000406547	SCAMP5
ENSP00000406579	HOMEZ
ENSP00000406598	C4orf27
ENSP00000406665	RNF224
ENSP00000406674	MOGAT1
ENSP00000406706	C6orf25
ENSP00000406718	
ENSP00000406751	CRY2
ENSP00000406797	PSMB8
ENSP00000406811	TUBB
ENSP00000406832	LY6G6D
ENSP00000406861	MUC6
ENSP00000406867	
ENSP00000406868	MSH5
ENSP00000406870	C6orf47
ENSP00000406872	HLA-DQB2
ENSP00000406878	PSMB8
ENSP00000406885	TMEM41A
ENSP00000406888	TCOF1
ENSP00000406895	GPANK1
ENSP00000406909	PHOSPHO1
ENSP00000406933	NT5DC2
ENSP00000406943	VWA7
ENSP00000406957	SPATA31A2
ENSP00000406965	ABHD16A
ENSP00000406988	VPS52
ENSP00000407020	MCCD1
ENSP00000407047	MSH5
ENSP00000407048	
ENSP00000407067	FAM86B1
ENSP00000407088	RGL2
ENSP00000407092	MICB
ENSP00000407133	LTA
ENSP00000407154	HSD11B1L
ENSP00000407181	PPP1R10
ENSP00000407188	C6orf47
ENSP00000407195	TAPBP
ENSP00000407200	C8orf59
ENSP00000407233	PSMB9
ENSP00000407236	EGFL8
ENSP00000407291	RNF39
ENSP00000407310	PPP1R10
ENSP00000407333	ARHGAP23
ENSP00000407353	IFLTD1
ENSP00000407375	GPX1
ENSP00000407401	PEX5
ENSP00000407431	HLA-C
ENSP00000407436	AGAP10
ENSP00000407460	SCRN1
ENSP00000407487	UNC45A
ENSP00000407497	SPINK8
ENSP00000407508	
ENSP00000407521	NUTM2E
ENSP00000407535	LY6G6F
ENSP00000407561	MICB
ENSP00000407581	MCCD1
ENSP00000407653	PRR22
ENSP00000407674	HLA-DPB1
ENSP00000407677	C6orf25
ENSP00000407727	ABHD16A
ENSP00000407739	OR2H1
ENSP00000407755	
ENSP00000407761	ACOXL
ENSP00000407762	SFTA2
ENSP00000407779	NRM
ENSP00000407810	PSMB9
ENSP00000407813	
ENSP00000407818	USP46
ENSP00000407868	C21orf54
ENSP00000407879	MYH14
ENSP00000407882	PITPNM3
ENSP00000407885	KIFC1
ENSP00000407899	LY6G5B
ENSP00000407925	RIMBP3B
ENSP00000407928	
ENSP00000407942	C4B
ENSP00000407952	NAMPTL
ENSP00000407961	C2
ENSP00000407964	NEDD1
ENSP00000407978	NKX1-1
ENSP00000407981	PPP1R11
ENSP00000408005	SLC9A3R2
ENSP00000408012	CCHCR1
ENSP00000408020	NEK1
ENSP00000408058	METTL11B
ENSP00000408077	ZC3H12B
ENSP00000408078	C1orf222
ENSP00000408094	CLIC1
ENSP00000408118	NRM
ENSP00000408132	GOLGA6B
ENSP00000408146	HLA-DPB1
ENSP00000408176	MUTYH
ENSP00000408184	TSPAN19
ENSP00000408204	CT47A9
ENSP00000408207	NEU1
ENSP00000408233	TRIM26
ENSP00000408236	CYTH2
ENSP00000408288	PPP1R3E
ENSP00000408295	RFC5
ENSP00000408322	RAPGEFL1
ENSP00000408335	NOTCH4
ENSP00000408347	HSPA1L
ENSP00000408395	RBFOX3
ENSP00000408405	KCTD1
ENSP00000408411	LAMP2
ENSP00000408426	NFKBIL1
ENSP00000408430	C6orf25
ENSP00000408453	HLA-DMB
ENSP00000408509	SH2D5
ENSP00000408511	FAM231A
ENSP00000408526	IMPA1
ENSP00000408534	TNFAIP8
ENSP00000408539	RNF39
ENSP00000408553	VAT1
ENSP00000408581	TMEM132D
ENSP00000408583	EHMT2
ENSP00000408617	HDAC9
ENSP00000408647	OR14J1
ENSP00000408670	ATP6V1G2
ENSP00000408681	HEATR5A
ENSP00000408697	NUGGC
ENSP00000408783	OR2J3
ENSP00000408792	SP8
ENSP00000408827	
ENSP00000408828	LRRC63
ENSP00000408860	CYP21A2
ENSP00000408863	FRG1B
ENSP00000408907	HSPA1A
ENSP00000408910	DCTN2
ENSP00000408956	DHX16
ENSP00000408957	NEU1
ENSP00000408958	TOM1L1
ENSP00000408961	OR10C1
ENSP00000408979	KIF5A
ENSP00000408988	OR2J2
ENSP00000408994	DET1
ENSP00000409009	FAM195B
ENSP00000409016	TBRG1
ENSP00000409067	ATAT1
ENSP00000409074	GNL1
ENSP00000409075	CYB5RL
ENSP00000409094	OR52I1
ENSP00000409107	ZBTB42
ENSP00000409118	ZFP57
ENSP00000409127	HLA-DQA1
ENSP00000409132	HLA-G
ENSP00000409151	HSPA1L
ENSP00000409159	HLA-DQB2
ENSP00000409167	MDC1
ENSP00000409182	TRIM26
ENSP00000409197	CCL14
ENSP00000409231	TRAPPC13
ENSP00000409247	CLIC1
ENSP00000409248	SFTA2
ENSP00000409267	
ENSP00000409275	COQ2
ENSP00000409279	OTUD4
ENSP00000409285	NRM
ENSP00000409315	RBM18
ENSP00000409316	OR4F29
ENSP00000409339	OR2H2
ENSP00000409346	CISH
ENSP00000409367	GNL1
ENSP00000409378	CHRM4
ENSP00000409382	EFCAB4B
ENSP00000409403	LRTOMT
ENSP00000409423	FAM47E
ENSP00000409428	LY6G6C
ENSP00000409444	PRRC2A
ENSP00000409463	ZNF740
ENSP00000409466	RGP1
ENSP00000409489	NEU1
ENSP00000409493	OBSCN
ENSP00000409501	TRIM31
ENSP00000409514	ZNF717
ENSP00000409542	
ENSP00000409605	TRIM15
ENSP00000409612	ACADM
ENSP00000409637	PLCL2
ENSP00000409652	ZNF766
ENSP00000409655	
ENSP00000409722	
ENSP00000409748	
ENSP00000409832	GAGE12J
ENSP00000409834	AIM1L
ENSP00000409872	ZNF274
ENSP00000409910	HLA-E
ENSP00000409912	
ENSP00000409932	TCEB3CL
ENSP00000409950	ANHX
ENSP00000409952	VPS52
ENSP00000409959	LY6G6F
ENSP00000409964	KIAA1430
ENSP00000409995	FLOT1
ENSP00000410007	FBXO46
ENSP00000410024	PHGR1
ENSP00000410028	C6orf10
ENSP00000410041	SKIDA1
ENSP00000410046	
ENSP00000410071	TUBB
ENSP00000410076	CASP1
ENSP00000410083	VEZT
ENSP00000410088	NCAPH2
ENSP00000410098	FAM193B
ENSP00000410216	POC5
ENSP00000410227	OR2H2
ENSP00000410261	
ENSP00000410294	FGFR2
ENSP00000410321	LY6G5C
ENSP00000410390	HLA-DOB
ENSP00000410396	CMSS1
ENSP00000410398	LY6G6C
ENSP00000410400	CT47A11
ENSP00000410403	RAB34
ENSP00000410404	DXO
ENSP00000410416	UBD
ENSP00000410443	HLA-DRA
ENSP00000410447	IKZF2
ENSP00000410452	STMN1
ENSP00000410481	LTB
ENSP00000410512	HLA-DQB2
ENSP00000410530	ZNRD1
ENSP00000410533	RNF223
ENSP00000410545	ZNF814
ENSP00000410603	FAM131B
ENSP00000410621	USP17L15
ENSP00000410626	PHRF1
ENSP00000410629	IGSF23
ENSP00000410635	C6orf100
ENSP00000410645	HLA-A
ENSP00000410649	MAS1L
ENSP00000410656	SLC39A7
ENSP00000410658	FLOT1
ENSP00000410668	TNF
ENSP00000410674	NOTCH4
ENSP00000410689	AFAP1
ENSP00000410694	MDM2
ENSP00000410710	PBX2
ENSP00000410711	IGHV4-59
ENSP00000410715	SFRP4
ENSP00000410731	LINC00998
ENSP00000410732	GABRG2
ENSP00000410734	ZNF562
ENSP00000410758	LSM5
ENSP00000410772	DAXX
ENSP00000410815	
ENSP00000410818	MAD2L1BP
ENSP00000410829	TUBB
ENSP00000410833	GBE1
ENSP00000410855	POM121L7
ENSP00000410857	HLA-DRB4
ENSP00000410862	RUNDC3A
ENSP00000410890	ZNF783
ENSP00000410910	MUSTN1
ENSP00000410926	LMLN
ENSP00000410942	CSNK2B
ENSP00000410943	TSPYL4
ENSP00000410954	ZNRD1
ENSP00000410994	BRD2
ENSP00000411004	XG
ENSP00000411012	NSMAF
ENSP00000411023	EGFL8
ENSP00000411038	PPP1R11
ENSP00000411050	ATAT1
ENSP00000411051	ZNF2
ENSP00000411070	LCE6A
ENSP00000411084	ZNF799
ENSP00000411096	ABCA13
ENSP00000411098	
ENSP00000411099	TLK1
ENSP00000411112	C17orf112
ENSP00000411113	C6orf136
ENSP00000411125	
ENSP00000411132	ZNF619
ENSP00000411140	NPIPB15
ENSP00000411144	HELZ
ENSP00000411162	GNL1
ENSP00000411177	MRPL22
ENSP00000411197	TBC1D9
ENSP00000411198	KRTAP4-16P
ENSP00000411286	GABBR1
ENSP00000411321	HLA-DMB
ENSP00000411327	ABCF1
ENSP00000411365	LY6G6C
ENSP00000411372	FAM200A
ENSP00000411396	PINX1
ENSP00000411397	MARK3
ENSP00000411409	ZNF598
ENSP00000411439	PATE4
ENSP00000411471	ABCF3
ENSP00000411491	ZBTB47
ENSP00000411514	ZNF385C
ENSP00000411532	TOP2A
ENSP00000411568	LRRD1
ENSP00000411584	MSANTD1
ENSP00000411611	NFKBIL1
ENSP00000411672	ATP6V0E2
ENSP00000411683	TRIM15
ENSP00000411698	USO1
ENSP00000411804	VWA7
ENSP00000411851	C17orf49
ENSP00000411879	TRIM31
ENSP00000411909	CT47A10
ENSP00000411913	AKR7L
ENSP00000411932	LMOD2
ENSP00000411940	IFNA17
ENSP00000411948	SAPCD1
ENSP00000411949	TRIM39
ENSP00000412027	PSMB9
ENSP00000412031	
ENSP00000412045	TXNRD1
ENSP00000412060	GREB1L
ENSP00000412064	PRR13
ENSP00000412097	OR11A1
ENSP00000412124	TRIM67
ENSP00000412152	RGL2
ENSP00000412189	PGAM4
ENSP00000412190	RING1
ENSP00000412215	C4orf45
ENSP00000412217	CLIC1
ENSP00000412237	IL10
ENSP00000412253	ZSCAN18
ENSP00000412271	LINC01119
ENSP00000412278	CYP4F31P
ENSP00000412283	IER3
ENSP00000412292	DEPDC1
ENSP00000412297	PPP1R11
ENSP00000412309	SLC14A1
ENSP00000412310	SKIV2L
ENSP00000412319	PFDN6
ENSP00000412327	DDAH2
ENSP00000412361	SIGLEC11
ENSP00000412362	
ENSP00000412388	C9orf172
ENSP00000412436	PRH1
ENSP00000412439	FKBPL
ENSP00000412456	PPP1R18
ENSP00000412482	MYEOV
ENSP00000412508	
ENSP00000412512	OR10C1
ENSP00000412537	OR2W1
ENSP00000412553	ABCF1
ENSP00000412566	SNRPB
ENSP00000412583	RPS18
ENSP00000412591	OR5V1
ENSP00000412619	RPP21
ENSP00000412673	GABRR1
ENSP00000412696	YIPF7
ENSP00000412746	FAM166B
ENSP00000412752	OR4A47
ENSP00000412786	C4B_2
ENSP00000412788	PTBP2
ENSP00000412792	
ENSP00000412800	DDAH2
ENSP00000412803	LEPROTL1
ENSP00000412805	AGPAT1
ENSP00000412832	
ENSP00000412884	GPANK1
ENSP00000412897	IFNA4
ENSP00000412922	URM1
ENSP00000412932	ZFP57
ENSP00000412933	TAP1
ENSP00000412957	BIRC8
ENSP00000412967	C9orf131
ENSP00000412999	ZNF805
ENSP00000413015	
ENSP00000413035	RBFOX2
ENSP00000413049	SLC25A48
ENSP00000413080	TAP1
ENSP00000413092	CSNK2B
ENSP00000413132	ARL6IP4
ENSP00000413150	C1orf226
ENSP00000413152	FKBP7
ENSP00000413163	TMEM130
ENSP00000413196	FAM160A1
ENSP00000413222	ATP6V1G2
ENSP00000413228	C3orf55
ENSP00000413234	AP2A2
ENSP00000413254	RPH3A
ENSP00000413304	IGKV6D-21
ENSP00000413319	ABCF1
ENSP00000413395	
ENSP00000413405	PIGZ
ENSP00000413411	ZNF724P
ENSP00000413418	ZFHX2
ENSP00000413437	TRGC2
ENSP00000413440	
ENSP00000413445	KIAA1324L
ENSP00000413471	HLA-DMB
ENSP00000413479	KRT3
ENSP00000413493	CPSF3L
ENSP00000413496	FGF12
ENSP00000413520	HID1
ENSP00000413554	PPP1R10
ENSP00000413557	ZBTB9
ENSP00000413572	NLE1
ENSP00000413575	CROT
ENSP00000413588	GTF2IRD2B
ENSP00000413596	PPP1R18
ENSP00000413625	FNBP1
ENSP00000413632	MCMDC2
ENSP00000413660	ZNF492
ENSP00000413684	DNAJB5
ENSP00000413697	TOM1
ENSP00000413720	CDKN1C
ENSP00000413728	C12orf71
ENSP00000413766	STK19
ENSP00000413828	
ENSP00000413845	BRD2
ENSP00000413897	PLA2G4E
ENSP00000413929	RCOR3
ENSP00000413950	HSD17B8
ENSP00000413961	TRIM15
ENSP00000413966	TRBV5-4
ENSP00000413992	HLA-C
ENSP00000414006	LSM2
ENSP00000414022	C1orf170
ENSP00000414024	GPSM3
ENSP00000414033	
ENSP00000414034	PRR26
ENSP00000414037	
ENSP00000414066	ACN9
ENSP00000414109	HJURP
ENSP00000414110	ZNRD1
ENSP00000414120	SLC44A4
ENSP00000414137	OR12D2
ENSP00000414138	PLCL1
ENSP00000414145	SLC39A7
ENSP00000414158	ATF7IP
ENSP00000414187	CPEB1
ENSP00000414196	HLA-DPB1
ENSP00000414202	PPP6R1
ENSP00000414208	POM121C
ENSP00000414236	HSBP1L1
ENSP00000414237	INTS2
ENSP00000414248	TRIM26
ENSP00000414253	CT47A2
ENSP00000414258	TRIM40
ENSP00000414259	SYNGAP1
ENSP00000414302	SRSF12
ENSP00000414303	BDNF
ENSP00000414321	RPS24
ENSP00000414330	RIMKLA
ENSP00000414338	SPDYE2B
ENSP00000414352	PLEKHM1
ENSP00000414360	HLA-DQA1
ENSP00000414372	PPARD
ENSP00000414373	ABCF1
ENSP00000414377	EHMT2
ENSP00000414392	USP17L13
ENSP00000414402	DNAH14
ENSP00000414415	NLRC3
ENSP00000414456	IGLV9-49
ENSP00000414509	CT47A12
ENSP00000414512	SRRM5
ENSP00000414527	OR2J1
ENSP00000414598	MRVI1
ENSP00000414624	PRPSAP1
ENSP00000414634	LSM2
ENSP00000414641	BRD2
ENSP00000414670	LMOD3
ENSP00000414676	
ENSP00000414688	OR2H2
ENSP00000414721	WBP1L
ENSP00000414750	SKOR2
ENSP00000414757	ARL13A
ENSP00000414769	TRIM40
ENSP00000414770	PSMB8
ENSP00000414777	ZBTB12
ENSP00000414780	VCX3B
ENSP00000414786	TMEM64
ENSP00000414793	TRIM27
ENSP00000414808	PPP1R11
ENSP00000414817	HLA-DMB
ENSP00000414846	MICAL3
ENSP00000414869	PRAMEF26
ENSP00000414880	B3GALT4
ENSP00000414881	CDCA5
ENSP00000414887	ZNF879
ENSP00000414891	GVQW1
ENSP00000414893	C9orf53
ENSP00000414899	TMEM241
ENSP00000414905	HLA-F
ENSP00000414906	DCTN4
ENSP00000414909	C1orf167
ENSP00000414920	SPATA24
ENSP00000414922	USP41
ENSP00000414952	PSORS1C2
ENSP00000414964	CCDC107
ENSP00000414972	MRPS18B
ENSP00000414977	
ENSP00000414980	TCF19
ENSP00000414982	KLC1
ENSP00000414996	EGFL8
ENSP00000415016	ZNF140
ENSP00000415026	PRRT4
ENSP00000415027	C16orf96
ENSP00000415028	C6orf136
ENSP00000415034	NBEAL2
ENSP00000415046	RPP21
ENSP00000415065	OR12D2
ENSP00000415090	MYO7B
ENSP00000415106	KBTBD4
ENSP00000415142	CDCA3
ENSP00000415151	CBFB
ENSP00000415183	MUC2
ENSP00000415200	
ENSP00000415203	PIGG
ENSP00000415212	MDC1
ENSP00000415222	MS4A4E
ENSP00000415273	
ENSP00000415316	VARS
ENSP00000415328	TRIM26
ENSP00000415332	SESTD1
ENSP00000415363	PRRC2A
ENSP00000415434	USP40
ENSP00000415436	KANSL2
ENSP00000415452	AGAP8
ENSP00000415453	ZNF841
ENSP00000415462	
ENSP00000415464	LARP4
ENSP00000415480	TRIM15
